POI_category_name,POI_category_ID,station_id,station_name,POI_id,POI_alias,POI_name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,distance,categories_alias,categories_title
EV Charging Station,19006,7a19c49f486d7c0c02b3685d7b240448,10th & Cambie,7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,12862.460680400322,contractors,General Contractors
EV Charging Station,19006,7a19c49f486d7c0c02b3685d7b240448,10th & Cambie,7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,12862.460680400322,electricians,Electricians
EV Charging Station,19006,7a19c49f486d7c0c02b3685d7b240448,10th & Cambie,7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,12862.460680400322,evchargingstations,EV Charging Stations
EV Charging Station,19006,66f873d641d448bd1572ab086665a458,12th & Yukon (City Hall),7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,12789.373962467658,contractors,General Contractors
EV Charging Station,19006,66f873d641d448bd1572ab086665a458,12th & Yukon (City Hall),7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,12789.373962467658,electricians,Electricians
EV Charging Station,19006,66f873d641d448bd1572ab086665a458,12th & Yukon (City Hall),7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,12789.373962467658,evchargingstations,EV Charging Stations
EV Charging Station,19006,485d4d24c803cfde829ab89699fed833,8th & Ash,7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,13117.495178995052,contractors,General Contractors
EV Charging Station,19006,485d4d24c803cfde829ab89699fed833,8th & Ash,7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,13117.495178995052,electricians,Electricians
EV Charging Station,19006,485d4d24c803cfde829ab89699fed833,8th & Ash,7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,13117.495178995052,evchargingstations,EV Charging Stations
EV Charging Station,19006,b07d513f87897cff7319a0e59d7e567c,Spyglass & Seawall,7O5vVZBdKFcIH6LCQqD3Kw,elworthy-electrical-services-burnaby,Elworthy Electrical Services,https://s3-media2.fl.yelpcdn.com/bphoto/S1sgjLVSRJNooUaxQOXQnQ/o.jpg,False,https://www.yelp.com/biz/elworthy-electrical-services-burnaby?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,+16042994341,+1 604-299-4341,12991.468158005191,contractors,General Contractors
